state,district,population
Selangor,Sepang,2.8
Selangor,Sepang,2.4
Selangor,Sepang,1.3
Selangor,Sepang,0.5
Selangor,Sepang,0.4
Selangor,Sepang,103.5
Selangor,Sepang,9.7
Selangor,Sepang,8.1
Selangor,Sepang,7.3
Selangor,Sepang,7.1
Selangor,Sepang,7.9
Selangor,Sepang,7.2
Selangor,Sepang,9.1
Selangor,Sepang,11.0
Selangor,Sepang,8.9
Selangor,Sepang,6.3
Selangor,Sepang,5.3
Selangor,Sepang,4.3
Selangor,Sepang,3.5
Selangor,Sepang,2.7
Selangor,Sepang,2.3
Selangor,Sepang,1.6
Selangor,Sepang,0.6
Selangor,Sepang,0.4
Selangor,Ulu Langat,835.3
Selangor,Ulu Langat,61.5
Selangor,Ulu Langat,62.9
Selangor,Ulu Langat,57.9
Selangor,Ulu Langat,56.7
Selangor,Ulu Langat,68.1
Selangor,Ulu Langat,61.4
Selangor,Ulu Langat,72.1
Selangor,Ulu Langat,87.5
Selangor,Ulu Langat,73.9
Selangor,Ulu Langat,54.5
Selangor,Ulu Langat,45.0
Selangor,Ulu Langat,35.9
Selangor,Ulu Langat,29.0
Selangor,Ulu Langat,22.7
Selangor,Ulu Langat,22.8
Selangor,Ulu Langat,13.7
Selangor,Ulu Langat,5.3
Selangor,Ulu Langat,4.5
Selangor,Ulu Langat,424.8
Selangor,Ulu Langat,31.6
Selangor,Ulu Langat,31.7
Selangor,Ulu Langat,29.6
Selangor,Ulu Langat,28.9
Selangor,Ulu Langat,35.7
Selangor,Ulu Langat,31.8
Selangor,Ulu Langat,34.9
Selangor,Ulu Langat,42.3
Selangor,Ulu Langat,37.4
Selangor,Ulu Langat,28.8
Selangor,Ulu Langat,23.4
Selangor,Ulu Langat,18.5
Selangor,Ulu Langat,14.9
Selangor,Ulu Langat,11.7
Selangor,Ulu Langat,12.1
Selangor,Ulu Langat,6.4
Selangor,Ulu Langat,2.6
Selangor,Ulu Langat,2.4
Selangor,Ulu Langat,410.5
Selangor,Ulu Langat,29.9
Selangor,Ulu Langat,31.2
Selangor,Ulu Langat,28.2
Selangor,Ulu Langat,27.8
Selangor,Ulu Langat,32.4
Selangor,Ulu Langat,29.6
Selangor,Ulu Langat,37.2
Selangor,Ulu Langat,45.1
Selangor,Ulu Langat,36.5
Selangor,Ulu Langat,25.7
Selangor,Ulu Langat,21.6
Selangor,Ulu Langat,17.4
Selangor,Ulu Langat,14.0
Selangor,Ulu Langat,11.1
Selangor,Ulu Langat,10.7
Selangor,Ulu Langat,7.2
Selangor,Ulu Langat,2.6
Selangor,Ulu Langat,2.1
Selangor,Ulu Selangor,177.3
Selangor,Ulu Selangor,14.1
Selangor,Ulu Selangor,14.6
Selangor,Ulu Selangor,13.4
Selangor,Ulu Selangor,12.8
Selangor,Ulu Selangor,14.2
Selangor,Ulu Selangor,12.8
Selangor,Ulu Selangor,15.0
Selangor,Ulu Selangor,18.2
Selangor,Ulu Selangor,15.4
Selangor,Ulu Selangor,11.3
Selangor,Ulu Selangor,9.3
Selangor,Ulu Selangor,7.3
Selangor,Ulu Selangor,5.8
Selangor,Ulu Selangor,4.6
Selangor,Ulu Selangor,4.2
Selangor,Ulu Selangor,2.5
Selangor,Ulu Selangor,0.9
Selangor,Ulu Selangor,0.7
Selangor,Ulu Selangor,91.7
Selangor,Ulu Selangor,7.3
Selangor,Ulu Selangor,7.4
Selangor,Ulu Selangor,7.0
Selangor,Ulu Selangor,6.6
Selangor,Ulu Selangor,7.6
Selangor,Ulu Selangor,6.8
Selangor,Ulu Selangor,7.4
Selangor,Ulu Selangor,9.0
Selangor,Ulu Selangor,8.0
Selangor,Ulu Selangor,6.1
Selangor,Ulu Selangor,4.9
Selangor,Ulu Selangor,3.8
Selangor,Ulu Selangor,3.0
Selangor,Ulu Selangor,2.4
Selangor,Ulu Selangor,2.3
Selangor,Ulu Selangor,1.2
Selangor,Ulu Selangor,0.5
Selangor,Ulu Selangor,0.4
Selangor,Ulu Selangor,85.6
Selangor,Ulu Selangor,6.8
Selangor,Ulu Selangor,7.2
Selangor,Ulu Selangor,6.5
Selangor,Ulu Selangor,6.2
Selangor,Ulu Selangor,6.6
Selangor,Ulu Selangor,6.1
Selangor,Ulu Selangor,7.6
Selangor,Ulu Selangor,9.2
Selangor,Ulu Selangor,7.4
Selangor,Ulu Selangor,5.2
Selangor,Ulu Selangor,4.4
Selangor,Ulu Selangor,3.5
Selangor,Ulu Selangor,2.8
Selangor,Ulu Selangor,2.2
Selangor,Ulu Selangor,1.9
Selangor,Ulu Selangor,1.3
Selangor,Ulu Selangor,0.4
Selangor,Ulu Selangor,0.3
Selangor,Gombak,8.3
Selangor,Gombak,0.7
Selangor,Gombak,0.5
Selangor,Gombak,0.6
Selangor,Gombak,0.7
Selangor,Gombak,0.7
Selangor,Gombak,0.4
Selangor,Gombak,0.6
Selangor,Gombak,1.3
Selangor,Gombak,0.9
Selangor,Gombak,0.5
Selangor,Gombak,0.3
Selangor,Gombak,0.3
Selangor,Gombak,0.1
Selangor,Gombak,0.1
Selangor,Gombak,0.2
Selangor,Gombak,0.1
Selangor,Gombak,0.1
Selangor,Gombak,0.1
Selangor,Gombak,4.2
Selangor,Gombak,0.4
Selangor,Gombak,0.3
Selangor,Gombak,0.4
Selangor,Gombak,0.3
Selangor,Gombak,0.3
Selangor,Gombak,0.1
Selangor,Gombak,0.3
Selangor,Gombak,0.8
Selangor,Gombak,0.5
Selangor,Gombak,0.3
Selangor,Gombak,0.1
Selangor,Gombak,0.2
Selangor,Gombak,0.1
Selangor,Gombak,0.0
Selangor,Gombak,0.1
Selangor,Gombak,0.0
Selangor,Gombak,0.0
Selangor,Gombak,0.1
Selangor,Gombak,4.1
Selangor,Gombak,0.4
Selangor,Gombak,0.3
Selangor,Gombak,0.3
Selangor,Gombak,0.4
Selangor,Gombak,0.4
Selangor,Gombak,0.3
Selangor,Gombak,0.3
Selangor,Gombak,0.5
Selangor,Gombak,0.4
Selangor,Gombak,0.3
Selangor,Gombak,0.2
Selangor,Gombak,0.1
Selangor,Gombak,0.1
Selangor,Gombak,0.0
Selangor,Gombak,0.1
Selangor,Gombak,0.1
Selangor,Gombak,0.0
Selangor,Gombak,0.1
Selangor,Klang,16.0
Selangor,Klang,1.5
Selangor,Klang,1.0
Selangor,Klang,1.1
Selangor,Klang,1.3
Selangor,Klang,1.3
Selangor,Klang,0.7
Selangor,Klang,1.2
Selangor,Klang,2.6
Selangor,Klang,1.8
Selangor,Klang,1.0
Selangor,Klang,0.6
Selangor,Klang,0.6
Selangor,Klang,0.3
Selangor,Klang,0.1
Selangor,Klang,0.3
Selangor,Klang,0.2
Selangor,Klang,0.2
Selangor,Klang,0.2
Selangor,Klang,8.6
Selangor,Klang,0.8
Selangor,Klang,0.5
Selangor,Klang,0.7
Selangor,Klang,0.6
Selangor,Klang,0.6
Selangor,Klang,0.2
Selangor,Klang,0.7
Selangor,Klang,1.7
Selangor,Klang,1.0
Selangor,Klang,0.6
Selangor,Klang,0.2
Selangor,Klang,0.5
Selangor,Klang,0.1
Selangor,Klang,0.1
Selangor,Klang,0.1
Selangor,Klang,0.1
Selangor,Klang,0.1
Selangor,Klang,0.1
Selangor,Klang,7.3
Selangor,Klang,0.7
Selangor,Klang,0.5
Selangor,Klang,0.5
Selangor,Klang,0.7
Selangor,Klang,0.7
Selangor,Klang,0.4
Selangor,Klang,0.5
Selangor,Klang,0.9
Selangor,Klang,0.7
Selangor,Klang,0.5
Selangor,Klang,0.4
Selangor,Klang,0.2
Selangor,Klang,0.2
Selangor,Klang,0.0
Selangor,Klang,0.2
Selangor,Klang,0.2
Selangor,Klang,0.1
Selangor,Klang,0.1
Selangor,Kuala Langat,8.9
Selangor,Kuala Langat,0.6
Selangor,Kuala Langat,0.5
Selangor,Kuala Langat,0.7
Selangor,Kuala Langat,0.7
Selangor,Kuala Langat,0.7
Selangor,Kuala Langat,0.4
Selangor,Kuala Langat,0.7
Selangor,Kuala Langat,1.4
Selangor,Kuala Langat,1.0
Selangor,Kuala Langat,0.6
Selangor,Kuala Langat,0.4
Selangor,Kuala Langat,0.4
Selangor,Kuala Langat,0.2
Selangor,Kuala Langat,0.1
Selangor,Kuala Langat,0.2
Selangor,Kuala Langat,0.1
Selangor,Kuala Langat,0.1
Selangor,Kuala Langat,0.1
Selangor,Kuala Langat,4.6
Selangor,Kuala Langat,0.3
Selangor,Kuala Langat,0.3
Selangor,Kuala Langat,0.4
Selangor,Kuala Langat,0.3
Selangor,Kuala Langat,0.3
Selangor,Kuala Langat,0.1
Selangor,Kuala Langat,0.4
Selangor,Kuala Langat,0.9
Selangor,Kuala Langat,0.6
Selangor,Kuala Langat,0.3
Selangor,Kuala Langat,0.1
Selangor,Kuala Langat,0.3
Selangor,Kuala Langat,0.1
Selangor,Kuala Langat,0.1
Selangor,Kuala Langat,0.1
Selangor,Kuala Langat,0.1
Selangor,Kuala Langat,0.0
Selangor,Kuala Langat,0.1
Selangor,Kuala Langat,4.4
Selangor,Kuala Langat,0.3
Selangor,Kuala Langat,0.3
Selangor,Kuala Langat,0.3
Selangor,Kuala Langat,0.4
Selangor,Kuala Langat,0.4
Selangor,Kuala Langat,0.3
Selangor,Kuala Langat,0.3
Selangor,Kuala Langat,0.5
Selangor,Kuala Langat,0.4
Selangor,Kuala Langat,0.3
Selangor,Kuala Langat,0.2
Selangor,Kuala Langat,0.1
Selangor,Kuala Langat,0.1
Selangor,Kuala Langat,0.0
Selangor,Kuala Langat,0.1
Selangor,Kuala Langat,0.1
Selangor,Kuala Langat,0.1
Selangor,Kuala Langat,0.0
Selangor,Kuala Selangor,1.3
Selangor,Kuala Selangor,0.1
Selangor,Kuala Selangor,0.1
Selangor,Kuala Selangor,0.1
Selangor,Kuala Selangor,0.1
Selangor,Kuala Selangor,0.1
Selangor,Kuala Selangor,0.1
Selangor,Kuala Selangor,0.1
Selangor,Kuala Selangor,0.2
Selangor,Kuala Selangor,0.2
Selangor,Kuala Selangor,0.1
Selangor,Kuala Selangor,0.1
Selangor,Kuala Selangor,0.1
Selangor,Kuala Selangor,0.0
Selangor,Kuala Selangor,0.0
Selangor,Kuala Selangor,0.0
Selangor,Kuala Selangor,0.0
Selangor,Kuala Selangor,0.0
Selangor,Kuala Selangor,0.1
Selangor,Kuala Selangor,0.6
Selangor,Kuala Selangor,0.1
Selangor,Kuala Selangor,0.0
Selangor,Kuala Selangor,0.0
Selangor,Kuala Selangor,0.0
Selangor,Kuala Selangor,0.0
Selangor,Kuala Selangor,0.0
Selangor,Kuala Selangor,0.1
Selangor,Kuala Selangor,0.1
Selangor,Kuala Selangor,0.1
Selangor,Kuala Selangor,0.0
Selangor,Kuala Selangor,0.0
Selangor,Kuala Selangor,0.0
Selangor,Kuala Selangor,0.0
Selangor,Kuala Selangor,0.0
Selangor,Kuala Selangor,0.0
Selangor,Kuala Selangor,0.0
Selangor,Kuala Selangor,0.0
Selangor,Kuala Selangor,0.0
Selangor,Kuala Selangor,0.7
Selangor,Kuala Selangor,0.0
Selangor,Kuala Selangor,0.0
Selangor,Kuala Selangor,0.0
Selangor,Kuala Selangor,0.1
Selangor,Kuala Selangor,0.1
Selangor,Kuala Selangor,0.0
Selangor,Kuala Selangor,0.1
Selangor,Kuala Selangor,0.1
Selangor,Kuala Selangor,0.1
Selangor,Kuala Selangor,0.0
Selangor,Kuala Selangor,0.0
Selangor,Kuala Selangor,0.0
Selangor,Kuala Selangor,0.0
Selangor,Kuala Selangor,0.0
Selangor,Kuala Selangor,0.0
Selangor,Kuala Selangor,0.0
Selangor,Kuala Selangor,0.0
Selangor,Kuala Selangor,0.0
Selangor,Petaling,22.7
Selangor,Petaling,2.4
Selangor,Petaling,1.4
Selangor,Petaling,1.6
Selangor,Petaling,1.9
Selangor,Petaling,1.9
Selangor,Petaling,1.0
Selangor,Petaling,1.7
Selangor,Petaling,3.6
Selangor,Petaling,2.4
Selangor,Petaling,1.4
Selangor,Petaling,0.9
Selangor,Petaling,0.8
Selangor,Petaling,0.4
Selangor,Petaling,0.1
Selangor,Petaling,0.4
Selangor,Petaling,0.3
Selangor,Petaling,0.2
Selangor,Petaling,0.3
Selangor,Petaling,11.1
Selangor,Petaling,1.3
Selangor,Petaling,0.7
Selangor,Petaling,0.9
Selangor,Petaling,0.8
Selangor,Petaling,0.7
Selangor,Petaling,0.3
Selangor,Petaling,0.8
Selangor,Petaling,2.1
Selangor,Petaling,1.3
Selangor,Petaling,0.7
Selangor,Petaling,0.3
Selangor,Petaling,0.6
Selangor,Petaling,0.1
Selangor,Petaling,0.1
Selangor,Petaling,0.2
Selangor,Petaling,0.1
Selangor,Petaling,0.1
Selangor,Petaling,0.2
Selangor,Petaling,11.6
Selangor,Petaling,1.2
Selangor,Petaling,0.7
Selangor,Petaling,0.7
Selangor,Petaling,1.1
Selangor,Petaling,1.2
Selangor,Petaling,0.7
Selangor,Petaling,0.8
Selangor,Petaling,1.5
Selangor,Petaling,1.2
Selangor,Petaling,0.8
Selangor,Petaling,0.6
Selangor,Petaling,0.3
Selangor,Petaling,0.3
Selangor,Petaling,0.1
Selangor,Petaling,0.2
Selangor,Petaling,0.2
Selangor,Petaling,0.1
Selangor,Petaling,0.2
Selangor,Sabak Bernam,0.3
Selangor,Sabak Bernam,0.0
Selangor,Sabak Bernam,0.0
Selangor,Sabak Bernam,0.0
Selangor,Sabak Bernam,0.0
Selangor,Sabak Bernam,0.0
Selangor,Sabak Bernam,0.0
Selangor,Sabak Bernam,0.0
Selangor,Sabak Bernam,0.0
Selangor,Sabak Bernam,0.0
Selangor,Sabak Bernam,0.0
Selangor,Sabak Bernam,0.0
Selangor,Sabak Bernam,0.0
Selangor,Sabak Bernam,0.0
Selangor,Sabak Bernam,0.0
Selangor,Sabak Bernam,0.0
Selangor,Sabak Bernam,0.0
Selangor,Sabak Bernam,0.0
Selangor,Sabak Bernam,0.0
Selangor,Sabak Bernam,0.2
Selangor,Sabak Bernam,0.0
Selangor,Sabak Bernam,0.0
Selangor,Sabak Bernam,0.0
Selangor,Sabak Bernam,0.0
Selangor,Sabak Bernam,0.0
Selangor,Sabak Bernam,0.0
Selangor,Sabak Bernam,0.0
Selangor,Sabak Bernam,0.0
Selangor,Sabak Bernam,0.0
Selangor,Sabak Bernam,0.0
Selangor,Sabak Bernam,0.0
Selangor,Sabak Bernam,0.0
Selangor,Sabak Bernam,0.0
Selangor,Sabak Bernam,0.0
Selangor,Sabak Bernam,0.0
Selangor,Sabak Bernam,0.0
Selangor,Sabak Bernam,0.0
Selangor,Sabak Bernam,0.0
Selangor,Sabak Bernam,0.2
Selangor,Sabak Bernam,0.0
Selangor,Sabak Bernam,0.0
Selangor,Sabak Bernam,0.0
Selangor,Sabak Bernam,0.0
Selangor,Sabak Bernam,0.0
Selangor,Sabak Bernam,0.0
Selangor,Sabak Bernam,0.0
Selangor,Sabak Bernam,0.0
Selangor,Sabak Bernam,0.0
Selangor,Sabak Bernam,0.0
Selangor,Sabak Bernam,0.0
Selangor,Sabak Bernam,0.0
Selangor,Sabak Bernam,0.0
Selangor,Sabak Bernam,0.0
Selangor,Sabak Bernam,0.0
Selangor,Sabak Bernam,0.0
Selangor,Sabak Bernam,0.0
Selangor,Sabak Bernam,0.0
Selangor,Sepang,6.3
Selangor,Sepang,0.6
Selangor,Sepang,0.3
Selangor,Sepang,0.4
Selangor,Sepang,0.5
Selangor,Sepang,0.5
Selangor,Sepang,0.3
Selangor,Sepang,0.5
Selangor,Sepang,1.0
Selangor,Sepang,0.7
Selangor,Sepang,0.4
Selangor,Sepang,0.3
Selangor,Sepang,0.3
Selangor,Sepang,0.1
Selangor,Sepang,0.1
Selangor,Sepang,0.1
Selangor,Sepang,0.1
Selangor,Sepang,0.1
Selangor,Sepang,0.1
Selangor,Sepang,3.2
Selangor,Sepang,0.3
Selangor,Sepang,0.2
Selangor,Sepang,0.3
Selangor,Sepang,0.2
Selangor,Sepang,0.2
Selangor,Sepang,0.1
Selangor,Sepang,0.3
Selangor,Sepang,0.6
Selangor,Sepang,0.4
Selangor,Sepang,0.2
Selangor,Sepang,0.1
Selangor,Sepang,0.2
Selangor,Sepang,0.1
Selangor,Sepang,0.0
Selangor,Sepang,0.1
Selangor,Sepang,0.0
Selangor,Sepang,0.0
Selangor,Sepang,0.0
Selangor,Sepang,3.1
Selangor,Sepang,0.3
Selangor,Sepang,0.2
Selangor,Sepang,0.2
Selangor,Sepang,0.3
Selangor,Sepang,0.3
Selangor,Sepang,0.2
Selangor,Sepang,0.2
Selangor,Sepang,0.4
Selangor,Sepang,0.3
Selangor,Sepang,0.2
Selangor,Sepang,0.2
Selangor,Sepang,0.1
Selangor,Sepang,0.1
Selangor,Sepang,0.0
Selangor,Sepang,0.1
Selangor,Sepang,0.1
Selangor,Sepang,0.0
Selangor,Sepang,0.0
Selangor,Ulu Langat,15.9
Selangor,Ulu Langat,1.4
Selangor,Ulu Langat,1.0
Selangor,Ulu Langat,1.1
Selangor,Ulu Langat,1.3
Selangor,Ulu Langat,1.3
Selangor,Ulu Langat,0.6
Selangor,Ulu Langat,1.2
Selangor,Ulu Langat,2.5
Selangor,Ulu Langat,1.7
Selangor,Ulu Langat,1.0
Selangor,Ulu Langat,0.6
Selangor,Ulu Langat,0.6
Selangor,Ulu Langat,0.4
Selangor,Ulu Langat,0.2
Selangor,Ulu Langat,0.4
Selangor,Ulu Langat,0.3
Selangor,Ulu Langat,0.2
Selangor,Ulu Langat,0.2
Selangor,Ulu Langat,8.3
Selangor,Ulu Langat,0.7
Selangor,Ulu Langat,0.5
Selangor,Ulu Langat,0.7
Selangor,Ulu Langat,0.6
Selangor,Ulu Langat,0.6
Selangor,Ulu Langat,0.2
Selangor,Ulu Langat,0.6
Selangor,Ulu Langat,1.6
Selangor,Ulu Langat,1.0
Selangor,Ulu Langat,0.5
Selangor,Ulu Langat,0.2
Selangor,Ulu Langat,0.4
Selangor,Ulu Langat,0.1
Selangor,Ulu Langat,0.1
Selangor,Ulu Langat,0.2
Selangor,Ulu Langat,0.1
Selangor,Ulu Langat,0.1
Selangor,Ulu Langat,0.1
Selangor,Ulu Langat,7.5
Selangor,Ulu Langat,0.7
Selangor,Ulu Langat,0.5
Selangor,Ulu Langat,0.5
Selangor,Ulu Langat,0.7
Selangor,Ulu Langat,0.7
Selangor,Ulu Langat,0.4
Selangor,Ulu Langat,0.5
Selangor,Ulu Langat,1.0
Selangor,Ulu Langat,0.7
Selangor,Ulu Langat,0.5
Selangor,Ulu Langat,0.4
Selangor,Ulu Langat,0.2
Selangor,Ulu Langat,0.2
Selangor,Ulu Langat,0.1
Selangor,Ulu Langat,0.2
Selangor,Ulu Langat,0.2
Selangor,Ulu Langat,0.1
Selangor,Ulu Langat,0.1
Selangor,Ulu Selangor,5.4
Selangor,Ulu Selangor,0.5
Selangor,Ulu Selangor,0.3
Selangor,Ulu Selangor,0.4
Selangor,Ulu Selangor,0.4
Selangor,Ulu Selangor,0.4
Selangor,Ulu Selangor,0.2
Selangor,Ulu Selangor,0.4
Selangor,Ulu Selangor,0.9
Selangor,Ulu Selangor,0.6
Selangor,Ulu Selangor,0.4
Selangor,Ulu Selangor,0.2
Selangor,Ulu Selangor,0.2
Selangor,Ulu Selangor,0.1
Selangor,Ulu Selangor,0.1
Selangor,Ulu Selangor,0.1
Selangor,Ulu Selangor,0.1
Selangor,Ulu Selangor,0.1
Selangor,Ulu Selangor,0.1
Selangor,Ulu Selangor,2.9
Selangor,Ulu Selangor,0.3
Selangor,Ulu Selangor,0.2
Selangor,Ulu Selangor,0.3
Selangor,Ulu Selangor,0.2
Selangor,Ulu Selangor,0.1
Selangor,Ulu Selangor,0.1
Selangor,Ulu Selangor,0.2
Selangor,Ulu Selangor,0.5
Selangor,Ulu Selangor,0.3
Selangor,Ulu Selangor,0.2
Selangor,Ulu Selangor,0.1
Selangor,Ulu Selangor,0.2
Selangor,Ulu Selangor,0.1
Selangor,Ulu Selangor,0.0
Selangor,Ulu Selangor,0.1
Selangor,Ulu Selangor,0.1
Selangor,Ulu Selangor,0.0
Selangor,Ulu Selangor,0.0
Selangor,Ulu Selangor,2.5
Selangor,Ulu Selangor,0.2
Selangor,Ulu Selangor,0.1
Selangor,Ulu Selangor,0.1
Selangor,Ulu Selangor,0.2
Selangor,Ulu Selangor,0.2
Selangor,Ulu Selangor,0.2
Selangor,Ulu Selangor,0.2
Selangor,Ulu Selangor,0.3
Selangor,Ulu Selangor,0.3
Selangor,Ulu Selangor,0.2
Selangor,Ulu Selangor,0.1
Selangor,Ulu Selangor,0.1
Selangor,Ulu Selangor,0.1
Selangor,Ulu Selangor,0.0
Selangor,Ulu Selangor,0.1
Selangor,Ulu Selangor,0.1
Selangor,Ulu Selangor,0.0
Selangor,Ulu Selangor,0.0
Selangor,Gombak,200.7
Selangor,Gombak,6.8
Selangor,Gombak,13.8
Selangor,Gombak,16.7
Selangor,Gombak,16.0
Selangor,Gombak,13.0
Selangor,Gombak,13.0
Selangor,Gombak,14.3
Selangor,Gombak,18.1
Selangor,Gombak,19.1
Selangor,Gombak,15.3
Selangor,Gombak,14.5
Selangor,Gombak,12.5
Selangor,Gombak,10.7
Selangor,Gombak,7.9
Selangor,Gombak,4.2
Selangor,Gombak,3.2
Selangor,Gombak,1.3
Selangor,Gombak,0.5
Selangor,Gombak,101.6
Selangor,Gombak,3.4
Selangor,Gombak,7.0
Selangor,Gombak,8.7
Selangor,Gombak,8.1
Selangor,Gombak,6.6
Selangor,Gombak,6.5
Selangor,Gombak,7.2
Selangor,Gombak,8.8
Selangor,Gombak,9.4
Selangor,Gombak,7.9
Selangor,Gombak,7.5
Selangor,Gombak,6.3
Selangor,Gombak,5.6
Selangor,Gombak,4.0
Selangor,Gombak,2.0
Selangor,Gombak,1.4
Selangor,Gombak,0.6
Selangor,Gombak,0.4
Selangor,Gombak,99.2
Selangor,Gombak,3.4
Selangor,Gombak,6.8
Selangor,Gombak,8.0
Selangor,Gombak,7.9
Selangor,Gombak,6.4
Selangor,Gombak,6.4
Selangor,Gombak,7.0
Selangor,Gombak,9.2
Selangor,Gombak,9.7
Selangor,Gombak,7.4
Selangor,Gombak,7.0
Selangor,Gombak,6.2
Selangor,Gombak,5.1
Selangor,Gombak,3.9
Selangor,Gombak,2.2
Selangor,Gombak,1.8
Selangor,Gombak,0.7
Selangor,Gombak,0.1
Selangor,Klang,251.3
Selangor,Klang,10.5
Selangor,Klang,15.7
Selangor,Klang,19.2
Selangor,Klang,18.7
Selangor,Klang,16.6
Selangor,Klang,16.4
Selangor,Klang,18.1
Selangor,Klang,22.9
Selangor,Klang,24.2
Selangor,Klang,19.4
Selangor,Klang,18.3
Selangor,Klang,15.8
Selangor,Klang,13.6
Selangor,Klang,10.1
Selangor,Klang,5.7
Selangor,Klang,4.2
Selangor,Klang,1.5
Selangor,Klang,0.5
Selangor,Klang,127.8
Selangor,Klang,5.4
Selangor,Klang,8.0
Selangor,Klang,10.0
Selangor,Klang,9.5
Selangor,Klang,8.5
Selangor,Klang,8.3
Selangor,Klang,9.2
Selangor,Klang,11.2
Selangor,Klang,12.0
Selangor,Klang,10.1
Selangor,Klang,9.5
Selangor,Klang,8.0
Selangor,Klang,7.2
Selangor,Klang,5.1
Selangor,Klang,2.7
Selangor,Klang,1.9
Selangor,Klang,0.7
Selangor,Klang,0.4
Selangor,Klang,123.5
Selangor,Klang,5.1
Selangor,Klang,7.8
Selangor,Klang,9.2
Selangor,Klang,9.2
Selangor,Klang,8.1
Selangor,Klang,8.1
Selangor,Klang,8.8
Selangor,Klang,11.6
Selangor,Klang,12.2
Selangor,Klang,9.3
Selangor,Klang,8.8
Selangor,Klang,7.8
Selangor,Klang,6.4
Selangor,Klang,4.9
Selangor,Klang,2.9
Selangor,Klang,2.3
Selangor,Klang,0.8
Selangor,Klang,0.0
Selangor,Kuala Langat,54.6
Selangor,Kuala Langat,3.0
Selangor,Kuala Langat,3.8
Selangor,Kuala Langat,4.6
Selangor,Kuala Langat,4.4
Selangor,Kuala Langat,3.6
Selangor,Kuala Langat,3.5
Selangor,Kuala Langat,3.8
Selangor,Kuala Langat,4.6
Selangor,Kuala Langat,5.0
Selangor,Kuala Langat,4.0
Selangor,Kuala Langat,3.8
Selangor,Kuala Langat,3.3
Selangor,Kuala Langat,2.8
Selangor,Kuala Langat,2.1
Selangor,Kuala Langat,1.1
Selangor,Kuala Langat,0.8
Selangor,Kuala Langat,0.3
Selangor,Kuala Langat,0.1
Selangor,Kuala Langat,28.0
Selangor,Kuala Langat,1.6
Selangor,Kuala Langat,2.0
Selangor,Kuala Langat,2.4
Selangor,Kuala Langat,2.3
Selangor,Kuala Langat,1.9
Selangor,Kuala Langat,1.8
Selangor,Kuala Langat,1.9
Selangor,Kuala Langat,2.2
Selangor,Kuala Langat,2.5
Selangor,Kuala Langat,2.1
Selangor,Kuala Langat,2.0
Selangor,Kuala Langat,1.7
Selangor,Kuala Langat,1.5
Selangor,Kuala Langat,1.1
Selangor,Kuala Langat,0.6
Selangor,Kuala Langat,0.4
Selangor,Kuala Langat,0.1
Selangor,Kuala Langat,0.1
Selangor,Kuala Langat,26.6
Selangor,Kuala Langat,1.5
Selangor,Kuala Langat,1.8
Selangor,Kuala Langat,2.2
Selangor,Kuala Langat,2.1
Selangor,Kuala Langat,1.7
Selangor,Kuala Langat,1.7
Selangor,Kuala Langat,1.8
Selangor,Kuala Langat,2.4
Selangor,Kuala Langat,2.5
Selangor,Kuala Langat,1.9
Selangor,Kuala Langat,1.8
Selangor,Kuala Langat,1.6
Selangor,Kuala Langat,1.3
Selangor,Kuala Langat,1.0
Selangor,Kuala Langat,0.6
Selangor,Kuala Langat,0.4
Selangor,Kuala Langat,0.2
Selangor,Kuala Langat,0.0
Selangor,Kuala Selangor,21.8
Selangor,Kuala Selangor,1.2
Selangor,Kuala Selangor,1.5
Selangor,Kuala Selangor,1.9
Selangor,Kuala Selangor,1.8
Selangor,Kuala Selangor,1.4
Selangor,Kuala Selangor,1.4
Selangor,Kuala Selangor,1.5
Selangor,Kuala Selangor,2.0
Selangor,Kuala Selangor,2.0
Selangor,Kuala Selangor,1.6
Selangor,Kuala Selangor,1.5
Selangor,Kuala Selangor,1.3
Selangor,Kuala Selangor,1.1
Selangor,Kuala Selangor,0.8
Selangor,Kuala Selangor,0.4
Selangor,Kuala Selangor,0.3
Selangor,Kuala Selangor,0.1
Selangor,Kuala Selangor,0.0
Selangor,Kuala Selangor,11.1
Selangor,Kuala Selangor,0.6
Selangor,Kuala Selangor,0.8
Selangor,Kuala Selangor,1.0
Selangor,Kuala Selangor,0.9
Selangor,Kuala Selangor,0.7
Selangor,Kuala Selangor,0.7
Selangor,Kuala Selangor,0.8
Selangor,Kuala Selangor,1.0
Selangor,Kuala Selangor,0.9
Selangor,Kuala Selangor,0.9
Selangor,Kuala Selangor,0.8
Selangor,Kuala Selangor,0.7
Selangor,Kuala Selangor,0.6
Selangor,Kuala Selangor,0.4
Selangor,Kuala Selangor,0.2
Selangor,Kuala Selangor,0.1
Selangor,Kuala Selangor,0.0
Selangor,Kuala Selangor,0.0
Selangor,Kuala Selangor,10.7
Selangor,Kuala Selangor,0.6
Selangor,Kuala Selangor,0.7
Selangor,Kuala Selangor,0.9
Selangor,Kuala Selangor,0.9
Selangor,Kuala Selangor,0.7
Selangor,Kuala Selangor,0.7
Selangor,Kuala Selangor,0.7
Selangor,Kuala Selangor,1.0
Selangor,Kuala Selangor,1.0
Selangor,Kuala Selangor,0.8
Selangor,Kuala Selangor,0.7
Selangor,Kuala Selangor,0.7
Selangor,Kuala Selangor,0.5
Selangor,Kuala Selangor,0.4
Selangor,Kuala Selangor,0.2
Selangor,Kuala Selangor,0.2
